Date,Product,Category,Region,Sales,Price,Discount,Promotion,Stock_Available
2024-09-14,Backpack,Accessories,Jaipur,419,30650,25,No,3360
2024-04-08,Oil,Grocery,Chennai,297,51365,5,No,297
2024-03-01,Rice,Grocery,Ahmedabad,592,45833,5,No,3758
2024-05-27,T-Shirt,Fashion,Jaipur,502,41635,20,Yes,2456
2024-06-10,Laptop,Electronics,Lucknow,424,9600,20,Yes,1892
2024-05-05,Rice,Grocery,Kolkata,361,22159,5,No,567
2023-05-10,Rice,Grocery,Jaipur,267,38319,5,No,2613
2024-09-28,Jacket,Fashion,Hyderabad,221,3150,0,No,4640
2023-09-16,T-Shirt,Fashion,Mumbai,85,14400,5,No,4977
2023-04-03,Wheat,Grocery,Jaipur,331,8330,0,No,2808
2023-05-07,Rice,Grocery,Jaipur,459,62786,30,Yes,1675
2023-11-11,Milk,Grocery,Bangalore,881,74017,20,Yes,1133
2023-10-02,Jacket,Fashion,Mumbai,426,9960,0,No,4430
2024-07-09,Headphones,Electronics,Chennai,776,71077,20,No,4301
2023-07-13,Jacket,Fashion,Ahmedabad,470,14495,25,Yes,594
2023-04-18,Headphones,Electronics,Hyderabad,545,52428,30,No,2131
2024-09-22,Shoes,Fashion,Delhi,113,59911,15,No,4414
2024-04-18,Jeans,Fashion,Hyderabad,433,48475,5,Yes,1133
2023-12-26,Biscuits,Grocery,Hyderabad,628,19232,5,No,1492
2023-06-27,Mobile,Electronics,Kolkata,694,59572,30,Yes,2319
2023-02-09,Jeans,Fashion,Delhi,116,41287,20,No,4412
2024-11-16,Milk,Grocery,Lucknow,621,71132,5,No,2802
2024-10-10,Tablet,Electronics,Mumbai,745,13758,5,Yes,4580
2023-05-04,Mobile,Electronics,Lucknow,667,31513,5,Yes,2214
2024-02-07,Wheat,Grocery,Ahmedabad,271,8301,30,Yes,2237
2024-08-27,T-Shirt,Fashion,Pune,459,29442,25,No,2049
2024-03-05,Milk,Grocery,Lucknow,330,22495,10,Yes,236
2024-03-01,T-Shirt,Fashion,Bangalore,183,41227,5,Yes,2177
2023-09-13,Shoes,Fashion,Delhi,139,54422,20,No,847
2024-07-21,Oil,Grocery,Bangalore,511,70368,25,No,4807
2024-03-06,Wheat,Grocery,Hyderabad,270,5046,10,No,738
2024-09-30,Oil,Grocery,Chennai,155,29177,0,No,4923
2024-12-28,Milk,Grocery,Jaipur,868,75873,5,Yes,4840
2024-12-13,Smart Watch,Electronics,Ahmedabad,726,20294,30,No,4750
2023-06-01,T-Shirt,Fashion,Hyderabad,54,11721,25,No,3412
2024-03-16,Wheat,Grocery,Pune,381,56055,10,Yes,4448
2024-01-07,Jeans,Fashion,Kolkata,152,31417,10,No,403
2023-07-04,Shoes,Fashion,Kolkata,545,55723,25,Yes,4432
2024-07-13,Jacket,Fashion,Mumbai,332,28391,25,Yes,4719
2023-01-07,Rice,Grocery,Pune,518,68473,20,No,3784
2024-11-16,Jacket,Fashion,Lucknow,404,79544,30,No,2546
2024-05-03,Smart Watch,Electronics,Ahmedabad,303,14161,0,No,3267
2023-05-28,Headphones,Electronics,Jaipur,603,66295,30,Yes,179
2024-12-07,Smart Watch,Electronics,Lucknow,979,64794,20,Yes,2914
2024-07-04,Smart Watch,Electronics,Chennai,766,10841,30,Yes,2090
2023-11-12,Tablet,Electronics,Bangalore,998,47983,15,No,419
2024-06-25,Shoes,Fashion,Delhi,494,32170,10,Yes,3208
2023-06-23,Mobile,Electronics,Bangalore,742,9497,0,Yes,3067
2024-05-02,Headphones,Electronics,Jaipur,394,20381,25,No,1716
2023-12-31,Jacket,Fashion,Hyderabad,560,19980,30,Yes,3641
2023-09-04,Oil,Grocery,Ahmedabad,614,19807,5,Yes,1760
2023-06-25,Rice,Grocery,Chennai,332,6445,30,Yes,2260
2024-06-26,Tablet,Electronics,Mumbai,685,43556,10,Yes,727
2023-11-17,Shoes,Fashion,Pune,594,51396,15,Yes,841
2023-06-18,Jacket,Fashion,Pune,251,9657,20,No,2653
2023-09-26,Shoes,Fashion,Chennai,397,19402,20,No,4614
2024-01-17,Shoes,Fashion,Chennai,394,75491,20,No,2010
2023-08-26,Wheat,Grocery,Kolkata,644,6637,15,Yes,371
2023-12-17,Rice,Grocery,Delhi,790,34046,0,Yes,3815
2024-01-03,Laptop,Electronics,Pune,480,65562,15,No,4447
2024-01-08,Jeans,Fashion,Hyderabad,466,37920,10,No,2801
2024-08-25,Smart Watch,Electronics,Delhi,644,33928,30,No,1832
2023-06-02,Tablet,Electronics,Mumbai,320,3021,20,No,4198
2024-01-23,Backpack,Accessories,Kolkata,602,46518,20,Yes,4720
2023-08-12,Backpack,Accessories,Bangalore,451,73590,25,Yes,602
2024-10-05,Shoes,Fashion,Chennai,740,76283,10,No,4440
2023-07-14,Shoes,Fashion,Pune,327,10301,20,No,1448
2024-03-19,Jacket,Fashion,Ahmedabad,83,55322,10,No,858
2024-05-28,Jeans,Fashion,Mumbai,250,67621,20,No,4593
2023-03-31,Milk,Grocery,Kolkata,719,8298,10,Yes,4327
2023-05-15,Oil,Grocery,Chennai,138,40857,10,No,1689
2023-07-14,Headphones,Electronics,Bangalore,432,58659,30,No,2752
2024-10-03,Shoes,Fashion,Hyderabad,454,11217,10,No,328
2024-03-01,Milk,Grocery,Jaipur,181,37521,15,No,4867
2023-12-16,Biscuits,Grocery,Ahmedabad,860,47893,20,Yes,4294
2024-02-10,T-Shirt,Fashion,Chennai,52,49839,0,No,1966
2024-05-13,Tablet,Electronics,Kolkata,512,71664,10,Yes,4735
2024-08-27,Wheat,Grocery,Mumbai,197,34772,30,No,4042
2023-06-05,Jeans,Fashion,Ahmedabad,589,26240,20,Yes,199
2024-12-27,Rice,Grocery,Kolkata,529,76150,0,No,1958
2024-04-16,Milk,Grocery,Bangalore,596,37620,20,No,818
2024-09-15,Wheat,Grocery,Pune,397,52986,25,No,405
2024-10-12,Tablet,Electronics,Kolkata,888,30719,0,Yes,4287
2023-10-15,Rice,Grocery,Chennai,810,11049,25,Yes,2185
2023-08-23,T-Shirt,Fashion,Jaipur,318,54923,30,Yes,3775
2023-07-09,Smart Watch,Electronics,Delhi,416,20310,0,No,3553
2023-07-28,Backpack,Accessories,Ahmedabad,313,47640,30,No,4982
2024-12-19,Backpack,Accessories,Kolkata,823,44192,30,Yes,2294
2024-03-24,Jacket,Fashion,Lucknow,239,48217,0,Yes,2491
2023-12-15,Laptop,Electronics,Delhi,848,29438,25,Yes,2926
2024-05-27,Laptop,Electronics,Ahmedabad,281,58693,5,No,3165
2023-09-26,Milk,Grocery,Jaipur,528,69260,0,Yes,4196
2024-12-15,Mobile,Electronics,Delhi,598,23017,20,No,457
2023-12-07,Shoes,Fashion,Jaipur,643,64328,25,No,1608
2023-07-10,Shoes,Fashion,Hyderabad,617,73380,25,Yes,3161
2024-10-05,Backpack,Accessories,Jaipur,433,17196,0,No,1498
2023-10-30,Wheat,Grocery,Bangalore,511,61116,15,Yes,3988
2023-09-09,Jacket,Fashion,Hyderabad,427,71904,0,Yes,2296
2024-03-04,Mobile,Electronics,Kolkata,359,650,0,No,4100
2023-07-21,Headphones,Electronics,Lucknow,561,53184,10,Yes,2532
2023-10-30,T-Shirt,Fashion,Bangalore,503,34786,10,Yes,1520
2024-08-17,Tablet,Electronics,Jaipur,696,40691,20,Yes,988
2023-07-11,T-Shirt,Fashion,Jaipur,223,73084,10,No,4188
2024-04-15,Jacket,Fashion,Hyderabad,367,22301,10,No,628
2024-01-12,Biscuits,Grocery,Hyderabad,502,71901,30,No,1715
2024-08-03,Smart Watch,Electronics,Chennai,501,73153,20,Yes,524
2023-01-22,Laptop,Electronics,Delhi,408,21205,25,No,1376
2023-06-11,Mobile,Electronics,Delhi,548,41777,25,Yes,1950
2023-06-06,Jeans,Fashion,Chennai,209,25998,15,No,1222
2023-02-09,Headphones,Electronics,Ahmedabad,241,41396,15,No,2266
2023-07-30,Smart Watch,Electronics,Ahmedabad,464,6804,10,Yes,3995
2023-07-02,Headphones,Electronics,Ahmedabad,758,72973,30,Yes,1030
2024-03-31,Wheat,Grocery,Hyderabad,251,14977,5,Yes,889
2023-06-06,Oil,Grocery,Chennai,275,42810,10,Yes,4239
2024-11-16,Smart Watch,Electronics,Jaipur,765,13418,5,Yes,4226
2023-03-19,Backpack,Accessories,Jaipur,312,6835,25,No,760
2023-09-25,Mobile,Electronics,Hyderabad,818,15364,20,Yes,200
2023-02-25,Wheat,Grocery,Bangalore,472,52296,25,No,4010
2023-05-29,Smart Watch,Electronics,Jaipur,617,74780,25,Yes,4278
2023-06-24,Biscuits,Grocery,Ahmedabad,174,18065,20,No,117
2023-09-10,Tablet,Electronics,Bangalore,521,21447,25,No,4222
2024-12-03,Biscuits,Grocery,Lucknow,737,78713,25,Yes,1429
2024-12-03,Milk,Grocery,Mumbai,526,63901,20,Yes,3327
2023-09-23,Jeans,Fashion,Mumbai,233,68897,15,Yes,2975
2024-04-24,Laptop,Electronics,Chennai,705,33875,30,No,4708
2024-09-20,Shoes,Fashion,Bangalore,353,35268,30,Yes,4869
2024-08-16,Oil,Grocery,Chennai,662,52265,10,Yes,2130
2023-02-08,Backpack,Accessories,Lucknow,397,32448,5,Yes,2425
2023-06-02,Smart Watch,Electronics,Delhi,439,44242,0,Yes,4275
2023-10-10,Jacket,Fashion,Mumbai,542,13280,15,No,685
2024-05-12,Shoes,Fashion,Pune,538,64174,25,Yes,1985
2023-12-01,Shoes,Fashion,Bangalore,601,79174,5,No,2616
2023-03-31,Oil,Grocery,Chennai,347,7916,25,No,1498
2023-12-31,Biscuits,Grocery,Jaipur,627,29874,10,No,994
2023-03-30,Shoes,Fashion,Mumbai,467,61520,10,No,2583
2024-02-13,Tablet,Electronics,Lucknow,848,9631,0,Yes,2831
2023-10-29,Mobile,Electronics,Bangalore,649,37936,5,Yes,2753
2023-07-16,Headphones,Electronics,Jaipur,710,47178,25,Yes,2187
2023-01-03,Headphones,Electronics,Kolkata,420,44340,0,Yes,974
2023-08-19,Headphones,Electronics,Ahmedabad,693,39499,15,Yes,1279
2023-09-03,Headphones,Electronics,Lucknow,332,10875,30,No,1471
2024-06-14,Smart Watch,Electronics,Chennai,944,34633,15,Yes,546
2024-08-15,Tablet,Electronics,Delhi,837,66431,25,Yes,4823
2023-10-21,Rice,Grocery,Lucknow,599,27917,15,Yes,1192
2023-11-02,Mobile,Electronics,Hyderabad,893,21875,10,Yes,1343
2023-10-11,Mobile,Electronics,Chennai,748,24838,20,Yes,4376
2024-03-13,Jacket,Fashion,Hyderabad,95,46706,20,No,4188
2024-09-24,Shoes,Fashion,Kolkata,330,18250,20,Yes,3830
2023-07-21,Backpack,Accessories,Hyderabad,321,26077,20,Yes,4078
2023-07-12,Biscuits,Grocery,Mumbai,390,35003,30,No,612
2023-06-01,Mobile,Electronics,Kolkata,488,61438,25,Yes,1093
2024-02-29,Rice,Grocery,Pune,748,43360,5,Yes,3616
2023-08-28,Backpack,Accessories,Bangalore,287,25927,30,Yes,240
2023-11-29,Smart Watch,Electronics,Ahmedabad,971,9681,15,Yes,429
2024-07-12,Wheat,Grocery,Kolkata,641,78446,30,Yes,1971
2024-12-09,Jeans,Fashion,Ahmedabad,453,7594,25,No,420
2023-12-24,Backpack,Accessories,Hyderabad,309,66740,25,Yes,3155
2023-12-11,T-Shirt,Fashion,Pune,370,5100,25,No,1768
2023-10-18,Wheat,Grocery,Hyderabad,810,34728,15,Yes,4453
2023-11-11,T-Shirt,Fashion,Ahmedabad,713,49375,15,Yes,4849
2023-04-26,Wheat,Grocery,Delhi,596,61804,20,Yes,305
2024-06-15,Jeans,Fashion,Jaipur,547,49964,10,Yes,4528
2024-11-03,Headphones,Electronics,Chennai,753,45753,20,Yes,4791
2023-05-12,Oil,Grocery,Hyderabad,621,14045,20,No,3839
2023-04-05,Backpack,Accessories,Jaipur,449,49915,5,No,2553
2024-08-15,Smart Watch,Electronics,Pune,484,14157,5,No,594
2024-06-25,Headphones,Electronics,Lucknow,318,29669,25,Yes,1698
2024-06-03,Oil,Grocery,Hyderabad,320,59549,25,Yes,3029
2024-07-13,Rice,Grocery,Pune,529,44646,10,Yes,3699
2023-11-18,Backpack,Accessories,Pune,547,14306,5,Yes,2617
2024-01-26,Mobile,Electronics,Pune,789,16145,25,Yes,2912
2024-03-25,Rice,Grocery,Delhi,303,48653,0,Yes,1711
2024-04-09,Headphones,Electronics,Pune,476,77583,15,No,1331
2024-04-21,Oil,Grocery,Hyderabad,414,27951,0,No,247
2024-08-17,T-Shirt,Fashion,Kolkata,189,24145,20,No,2897
2024-12-09,Biscuits,Grocery,Bangalore,751,14069,20,Yes,3056
2024-07-04,Wheat,Grocery,Delhi,328,33256,30,No,885
2023-02-08,Milk,Grocery,Chennai,371,4123,0,No,1721
2024-02-10,Smart Watch,Electronics,Chennai,457,852,20,No,3958
2023-11-30,Laptop,Electronics,Pune,829,62788,30,Yes,1684
2024-09-13,Rice,Grocery,Mumbai,604,2589,20,Yes,3377
2023-09-26,Backpack,Accessories,Mumbai,461,46893,10,No,2646
2024-07-21,Laptop,Electronics,Pune,791,31508,30,No,1681
2024-10-27,Laptop,Electronics,Mumbai,638,78830,20,No,515
2023-08-29,Shoes,Fashion,Kolkata,457,49074,15,No,4661
2023-11-14,T-Shirt,Fashion,Jaipur,365,12210,30,No,2067
2024-03-12,T-Shirt,Fashion,Chennai,74,23299,25,No,863
2023-09-14,Biscuits,Grocery,Bangalore,297,15671,15,No,3716
2024-09-10,Backpack,Accessories,Delhi,380,62194,10,Yes,3295
2023-02-04,Shoes,Fashion,Bangalore,491,41266,0,Yes,2572
2023-09-07,Backpack,Accessories,Mumbai,301,7055,20,Yes,3366
2024-07-18,Milk,Grocery,Chennai,478,56507,25,No,1973
2024-09-08,Backpack,Accessories,Kolkata,267,7407,25,Yes,1936
2024-05-16,Rice,Grocery,Bangalore,564,6863,30,No,1684
2023-05-13,Smart Watch,Electronics,Hyderabad,908,38823,15,Yes,2009
2023-02-06,Jeans,Fashion,Delhi,260,20198,0,Yes,2899
2024-11-22,Rice,Grocery,Pune,374,13500,10,Yes,3789
2024-03-21,Wheat,Grocery,Chennai,527,36728,0,Yes,2720
2023-08-22,Backpack,Accessories,Delhi,561,175,5,Yes,985
2023-05-29,T-Shirt,Fashion,Chennai,509,66522,20,Yes,2703
2023-10-01,T-Shirt,Fashion,Hyderabad,619,70336,5,Yes,1041
2024-06-22,Mobile,Electronics,Ahmedabad,638,68727,15,No,190
2023-08-24,Jeans,Fashion,Delhi,405,41696,20,Yes,534
2023-05-03,Milk,Grocery,Jaipur,339,74750,5,No,4845
2023-05-24,Smart Watch,Electronics,Delhi,856,45363,25,No,2296
2023-04-16,Oil,Grocery,Chennai,395,11732,15,No,639
2023-10-01,Smart Watch,Electronics,Chennai,1020,4465,10,Yes,3250
2024-07-27,Jacket,Fashion,Ahmedabad,251,74639,15,No,262
2024-10-29,Mobile,Electronics,Chennai,836,72886,5,Yes,4952
2023-03-23,T-Shirt,Fashion,Ahmedabad,554,48001,15,Yes,2157
2023-08-19,Biscuits,Grocery,Chennai,687,77273,5,Yes,2417
2024-04-21,Jacket,Fashion,Ahmedabad,406,29826,10,Yes,4038
2024-07-13,Biscuits,Grocery,Lucknow,541,65001,10,Yes,2641
2024-10-24,T-Shirt,Fashion,Mumbai,540,73893,10,No,2045
2024-11-23,Shoes,Fashion,Chennai,652,11036,5,Yes,2261
2023-06-21,Oil,Grocery,Bangalore,486,48558,30,No,4647
2024-01-05,Milk,Grocery,Mumbai,277,36263,30,No,1745
2023-03-25,Biscuits,Grocery,Jaipur,434,26390,15,No,3670
2024-12-24,Backpack,Accessories,Ahmedabad,610,32417,10,Yes,4978
2024-12-26,Backpack,Accessories,Jaipur,358,19425,20,No,659
2023-08-14,Tablet,Electronics,Chennai,363,41056,5,Yes,821
2024-06-21,Oil,Grocery,Kolkata,323,15013,0,Yes,3095
2024-03-30,Oil,Grocery,Mumbai,610,50988,10,No,2054
2023-06-20,Tablet,Electronics,Jaipur,741,45939,5,No,2640
2023-05-31,Smart Watch,Electronics,Hyderabad,387,20517,5,No,2821
2024-10-27,T-Shirt,Fashion,Kolkata,651,71378,15,No,4121
2024-12-11,Rice,Grocery,Delhi,696,27174,15,No,3070
2024-05-31,Tablet,Electronics,Chennai,607,683,30,No,1835
2024-10-04,Smart Watch,Electronics,Bangalore,568,66990,30,No,1978
2023-10-24,Biscuits,Grocery,Hyderabad,800,71784,30,No,1609
2024-05-25,Shoes,Fashion,Kolkata,141,79589,5,No,4957
2024-11-18,Tablet,Electronics,Kolkata,938,3605,30,No,3285
2024-10-27,Smart Watch,Electronics,Pune,1047,68684,0,Yes,4683
2024-11-29,Backpack,Accessories,Lucknow,823,66734,5,Yes,4722
2023-09-04,Milk,Grocery,Chennai,239,9661,5,No,4515
2023-01-31,Oil,Grocery,Chennai,316,26568,20,No,4698
2024-10-20,Wheat,Grocery,Lucknow,393,8718,25,No,1968
2023-06-04,Milk,Grocery,Jaipur,340,17779,10,Yes,2706
2023-06-03,Milk,Grocery,Jaipur,155,40059,20,No,3304
2024-03-13,Headphones,Electronics,Hyderabad,403,57161,20,No,885
2023-01-16,Shoes,Fashion,Bangalore,154,76378,10,No,4983
2024-02-24,Mobile,Electronics,Jaipur,478,63623,30,No,157
2024-08-04,Smart Watch,Electronics,Ahmedabad,333,60333,10,No,667
2024-11-17,Jeans,Fashion,Bangalore,469,26335,5,Yes,3123
2023-07-29,Biscuits,Grocery,Ahmedabad,503,25054,20,No,1569
2024-10-26,Biscuits,Grocery,Delhi,628,21343,5,Yes,3868
2024-07-23,Rice,Grocery,Hyderabad,533,69641,20,No,3024
2024-12-21,Backpack,Accessories,Mumbai,417,27882,5,Yes,3310
2024-09-28,Mobile,Electronics,Kolkata,865,5316,0,Yes,3776
2024-07-01,Headphones,Electronics,Lucknow,260,58830,25,No,649
2023-08-17,Backpack,Accessories,Bangalore,152,31899,5,No,1489
2023-05-12,Smart Watch,Electronics,Hyderabad,890,19130,25,Yes,958
2024-05-05,Mobile,Electronics,Mumbai,979,77048,25,Yes,4681
2023-01-31,T-Shirt,Fashion,Kolkata,408,52463,15,Yes,2910
2024-12-22,Biscuits,Grocery,Pune,598,60099,15,No,1818
2024-01-14,Shoes,Fashion,Kolkata,302,15303,5,No,429
2024-03-07,Tablet,Electronics,Bangalore,611,36408,25,Yes,4330
2023-03-04,Mobile,Electronics,Chennai,699,39263,0,Yes,409
2024-04-07,Milk,Grocery,Kolkata,610,22694,10,Yes,3891
2023-10-04,Biscuits,Grocery,Ahmedabad,642,17041,20,No,3144
2024-02-03,T-Shirt,Fashion,Kolkata,290,36487,20,No,1931
2023-08-28,Mobile,Electronics,Ahmedabad,697,11068,10,Yes,2474
2023-02-22,Biscuits,Grocery,Mumbai,643,5607,10,Yes,1399
2023-10-23,Mobile,Electronics,Delhi,985,63192,20,No,1812
2024-09-12,T-Shirt,Fashion,Pune,231,15700,30,Yes,4505
2023-05-04,Headphones,Electronics,Mumbai,802,42820,10,No,3247
2023-01-17,Milk,Grocery,Ahmedabad,499,16935,5,Yes,2098
2024-06-25,Backpack,Accessories,Hyderabad,147,46872,0,No,3134
2023-05-01,Mobile,Electronics,Kolkata,549,39954,25,Yes,1740
2024-06-20,T-Shirt,Fashion,Ahmedabad,601,1848,15,Yes,1099
2024-03-28,Shoes,Fashion,Delhi,262,16456,15,No,1569
2023-03-28,Wheat,Grocery,Jaipur,762,41154,25,Yes,1905
2024-11-29,Rice,Grocery,Hyderabad,402,11975,25,No,594
2024-06-22,Laptop,Electronics,Pune,536,29103,15,No,4819
2024-04-09,Wheat,Grocery,Lucknow,381,64364,30,Yes,3136
2024-12-13,Rice,Grocery,Lucknow,964,2962,10,Yes,2942
2024-01-02,Backpack,Accessories,Ahmedabad,60,51486,25,No,2064
2024-02-11,Backpack,Accessories,Mumbai,636,75163,5,Yes,3154
2024-07-13,Laptop,Electronics,Ahmedabad,495,47067,10,Yes,4457
2024-11-25,Milk,Grocery,Mumbai,979,60015,30,Yes,3681
2023-04-11,Oil,Grocery,Delhi,515,41563,15,Yes,4642
2023-08-06,Jacket,Fashion,Mumbai,440,34693,15,Yes,2866
2023-10-28,Backpack,Accessories,Hyderabad,366,10672,30,No,239
2024-01-04,Biscuits,Grocery,Lucknow,156,17863,20,No,3724
2024-04-22,Tablet,Electronics,Chennai,366,54818,20,No,2174
2023-03-13,Wheat,Grocery,Mumbai,404,24283,20,No,1655
2023-11-29,Tablet,Electronics,Chennai,1005,7851,0,Yes,3541
2023-02-25,Laptop,Electronics,Kolkata,511,10052,5,Yes,4524
2023-10-25,Jeans,Fashion,Hyderabad,317,3861,25,Yes,4274
2023-07-06,Rice,Grocery,Lucknow,272,54781,15,No,544
2023-03-18,Jeans,Fashion,Ahmedabad,142,7914,5,No,4916
2023-06-23,Laptop,Electronics,Jaipur,565,66323,10,No,4878
2024-11-04,T-Shirt,Fashion,Ahmedabad,844,39165,25,Yes,3773
2023-09-12,Backpack,Accessories,Jaipur,421,4559,5,No,2379
2024-07-30,Biscuits,Grocery,Mumbai,226,76759,15,No,3730
2023-09-12,Backpack,Accessories,Pune,485,28298,10,Yes,3239
2024-03-02,Shoes,Fashion,Kolkata,372,76221,20,Yes,889
2023-10-13,Rice,Grocery,Pune,571,20603,30,Yes,1678
2024-06-17,Rice,Grocery,Lucknow,259,40955,5,No,4038
2023-12-14,Backpack,Accessories,Jaipur,299,43431,25,No,1880
2024-09-13,Jacket,Fashion,Chennai,357,74463,25,No,4287
2024-02-16,T-Shirt,Fashion,Mumbai,170,75997,30,No,2226
2024-04-28,Jacket,Fashion,Chennai,432,14878,15,No,2574
2024-08-13,Biscuits,Grocery,Pune,496,30637,15,Yes,1753
2024-10-21,Tablet,Electronics,Ahmedabad,564,12069,30,No,2473
2024-01-07,Smart Watch,Electronics,Jaipur,421,35929,0,Yes,2168
2024-11-11,Headphones,Electronics,Bangalore,826,36117,0,Yes,2933
2024-10-16,Jacket,Fashion,Ahmedabad,546,22258,5,Yes,900
2024-09-18,Backpack,Accessories,Ahmedabad,465,41298,25,Yes,795
2023-06-10,Laptop,Electronics,Mumbai,513,1248,5,Yes,4920
2023-01-04,Milk,Grocery,Jaipur,435,68337,10,No,3589
2024-10-07,Backpack,Accessories,Pune,569,79225,5,No,1578
2024-12-24,Milk,Grocery,Mumbai,558,7249,5,Yes,824
2024-03-09,Smart Watch,Electronics,Chennai,821,74569,20,Yes,4896
2023-07-25,Wheat,Grocery,Kolkata,683,75415,30,Yes,1261
2023-05-28,Milk,Grocery,Ahmedabad,428,2848,10,No,291
2024-12-10,Milk,Grocery,Bangalore,627,38046,5,No,1125
2023-01-11,Biscuits,Grocery,Ahmedabad,371,3161,20,Yes,521
2024-10-27,Jacket,Fashion,Bangalore,505,47750,25,Yes,676
2023-03-27,Tablet,Electronics,Bangalore,519,68523,10,No,2398
2024-06-13,Headphones,Electronics,Mumbai,579,67838,5,Yes,1926
2023-02-02,Mobile,Electronics,Mumbai,662,29427,25,Yes,1257
2024-10-04,Biscuits,Grocery,Jaipur,744,14484,30,No,576
2024-12-11,Jacket,Fashion,Mumbai,267,38838,10,No,3893
2023-05-18,T-Shirt,Fashion,Kolkata,220,2223,20,No,1808
2023-05-19,Headphones,Electronics,Delhi,584,20723,30,No,4193
2024-02-09,Laptop,Electronics,Hyderabad,738,60628,20,Yes,2151
2023-05-10,Backpack,Accessories,Lucknow,413,42703,0,Yes,2134
2023-12-24,Laptop,Electronics,Delhi,807,69149,10,No,4521
2024-11-09,Biscuits,Grocery,Delhi,493,11763,10,Yes,357
2023-07-18,Shoes,Fashion,Kolkata,323,75497,25,Yes,3046
2023-12-25,Jacket,Fashion,Bangalore,552,50127,5,Yes,784
2024-12-16,Headphones,Electronics,Hyderabad,435,45411,30,Yes,3421
2023-12-18,Wheat,Grocery,Delhi,790,71201,20,No,2287
2023-06-01,Biscuits,Grocery,Chennai,599,11892,20,Yes,2600
2024-09-29,Jacket,Fashion,Ahmedabad,234,40755,15,Yes,3532
2023-03-14,Jacket,Fashion,Ahmedabad,595,29127,15,Yes,4841
2023-01-26,Jacket,Fashion,Hyderabad,486,55409,30,No,3619
2023-02-17,Shoes,Fashion,Jaipur,298,2595,0,Yes,2894
2023-04-24,Milk,Grocery,Delhi,381,30585,30,Yes,1269
2024-12-19,Tablet,Electronics,Delhi,775,45331,0,No,3589
2023-08-12,Wheat,Grocery,Jaipur,639,25760,0,Yes,2426
2023-03-14,Laptop,Electronics,Ahmedabad,497,64751,10,Yes,326
2024-05-15,Shoes,Fashion,Mumbai,260,62223,20,No,3110
2024-06-02,Oil,Grocery,Kolkata,218,42941,0,Yes,3894
2023-06-10,Rice,Grocery,Pune,564,20531,20,Yes,854
2023-06-10,T-Shirt,Fashion,Delhi,299,17053,25,No,3749
2023-12-24,Smart Watch,Electronics,Bangalore,686,32076,25,Yes,1086
2024-03-25,Laptop,Electronics,Pune,660,48558,15,No,1779
2024-05-31,Wheat,Grocery,Delhi,316,9853,10,No,1458
2024-02-19,Laptop,Electronics,Pune,439,72302,10,Yes,1153
2023-08-29,Oil,Grocery,Delhi,145,22115,15,No,3687
2023-06-12,Shoes,Fashion,Delhi,401,6026,10,No,2999
2024-04-22,Biscuits,Grocery,Mumbai,460,46861,5,No,4856
2024-08-31,Oil,Grocery,Lucknow,381,71127,15,No,3212
2024-11-30,Shoes,Fashion,Jaipur,439,74071,20,Yes,4822
2023-01-05,Jacket,Fashion,Bangalore,344,73742,10,Yes,4165
2024-08-16,Rice,Grocery,Delhi,587,34259,20,Yes,224
2024-12-29,Laptop,Electronics,Hyderabad,480,49998,30,No,1928
2023-06-13,Milk,Grocery,Lucknow,774,38241,0,Yes,3231
2024-04-15,Smart Watch,Electronics,Hyderabad,615,23534,30,Yes,4790
2023-01-08,Wheat,Grocery,Delhi,527,44071,20,Yes,2672
2023-11-11,Smart Watch,Electronics,Kolkata,988,21565,15,Yes,451
2023-03-13,Wheat,Grocery,Kolkata,679,49801,15,Yes,4030
2023-03-19,Rice,Grocery,Lucknow,640,34146,25,Yes,2540
2023-10-29,Headphones,Electronics,Chennai,739,19774,30,No,3952
2024-11-10,Milk,Grocery,Mumbai,597,27962,25,No,827
2024-08-04,Jacket,Fashion,Ahmedabad,98,53812,5,No,2497
2023-12-08,Tablet,Electronics,Pune,965,57084,0,Yes,3346
2023-08-08,Wheat,Grocery,Delhi,427,7184,15,Yes,1698
2023-09-20,Biscuits,Grocery,Hyderabad,668,63356,5,Yes,780
2023-06-24,Oil,Grocery,Hyderabad,501,79529,30,No,1231
2024-04-22,Jacket,Fashion,Bangalore,199,38092,10,Yes,4259
2024-03-09,Oil,Grocery,Jaipur,353,11240,20,Yes,398
2023-06-13,T-Shirt,Fashion,Lucknow,212,23793,25,No,1482
2024-11-12,Oil,Grocery,Pune,717,29333,20,Yes,690
2023-06-21,Tablet,Electronics,Jaipur,562,44095,5,Yes,4776
2024-06-14,Jacket,Fashion,Delhi,340,67678,30,Yes,414
2023-10-28,Smart Watch,Electronics,Ahmedabad,1050,29161,25,Yes,694
2024-05-05,Rice,Grocery,Delhi,670,46153,30,Yes,2514
2024-06-21,Headphones,Electronics,Lucknow,611,22197,0,Yes,501
2023-07-22,Rice,Grocery,Chennai,189,56695,10,No,4018
2023-05-20,Oil,Grocery,Jaipur,495,44212,0,No,1531
2024-09-18,Shoes,Fashion,Chennai,261,69173,5,Yes,1248
2023-06-15,Laptop,Electronics,Chennai,590,44433,30,No,3968
2023-05-06,Milk,Grocery,Kolkata,381,44783,15,Yes,3717
2023-08-31,Laptop,Electronics,Jaipur,570,12109,10,No,1848
2023-04-20,Jacket,Fashion,Bangalore,165,19601,30,No,3618
